"","X","Group","HostReportedName","HostCorrectedName","HostOrder","HostFamily","HostEnvironment","ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","ParType","ParPhylum","ParClass","Citation","LocationName","Longitude","Latitude","PopulationType","SamplingBasis","SampleNotes","Prevalence","HostsSampled","HostSex","HostAge","Intensity","IntensityMeasure","NativeRange","NumSamples","SamplingType"
"1462",10294,"carnivores","Martes melampus","Martes melampus","Carnivora","Mustelidae","terrestrial","Eucoleus aerophilus","Eucoleus aerophilus","yes","Helminth","Nematoda","Enoplea","Sato et al. 1999a","Aomori & Akita Prefectures",140.75,40.82,"WN","Animals","Tissue",0.17,29,NA,NA,"",NA,"Yes",29,"DirectOther"
"1463",10315,"carnivores","Martes melampus","Martes melampus","Carnivora","Mustelidae","terrestrial","Spirometra erinaceieuropaei","Spirometra erinaceieuropaei","yes","Helminth","Platyhelminthes","Cestoda","Sato et al. 1999b","NW Tohoku Region, Japan",141.26,40.73,"WN","Animals","small intestine",0.05,38,NA,NA,"",NA,"Yes",38,"DirectOther"
"1464",10333,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aelurostrongylus falciformis","Aelurostrongylus falciformis","yes","Helminth","Nematoda","Secernentea","Davidson et al. 2006b","Grue, Norway",12.13,60.45,"WN","Animals",NA,1,1,"Female","Adult","460","Other","Yes",1,"DirectFecal"
"1465",10334,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aelurostrongylus falciformis","Aelurostrongylus falciformis","yes","Helminth","Nematoda","Secernentea","Davidson et al. 2006b","Vestby, Norway",10.73,59.57,"WN","Animals",NA,1,1,"Male","Juvenile","","Other","Yes",1,"DirectFecal"
"1466",10335,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aelurostrongylus falciformis","Aelurostrongylus falciformis","yes","Helminth","Nematoda","Secernentea","Davidson et al. 2006b","Vestby, Norway",10.73,59.57,"WN","Animals",NA,1,1,"Female","Adult","7","Other","Yes",1,"DirectFecal"
"1467",10336,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aelurostrongylus falciformis","Aelurostrongylus falciformis","yes","Helminth","Nematoda","Secernentea","Davidson et al. 2006b","Vestby, Norway",10.73,59.57,"WN","Animals",NA,0.333,6,"All","All","","Other","Yes",6,"DirectFecal"
"1468",10337,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aelurostrongylus falciformis","Aelurostrongylus falciformis","yes","Helminth","Nematoda","Secernentea","Davidson et al. 2006b","Vestby, Norway",10.73,59.57,"WN","Animals",NA,0.333,3,"Male","Adult","","Other","Yes",3,"DirectFecal"
"1469",10341,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Angiostrongylus vasorum","Angiostrongylus vasorum","yes","Helminth","Nematoda","Secernentea","Magi et al. 2009a","Tuscany, Liguria, and Piedmont, ITALY",11.25,43.77,"WN","Animals","organ smears",0.167,6,NA,NA,"",NA,"Yes",6,"DirectOther"
"1470",10342,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Angiostrongylus vasorum","Angiostrongylus vasorum","yes","Helminth","Nematoda","Secernentea","Torres et al. 2001","Valencian region, Spain",-0.75,39.48,"WN","Animals","Tissue",0.064,47,NA,NA,"2.7","ParasiteCount","Yes",47,"DirectOther"
"1471",10343,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aonchotheca putorii","Aonchotheca putorii","yes","Helminth","Nematoda","Enoplea","Di Cerbo et al. 2008b","Trento & Belluno Provinces, ITALY",12.08,42.79,"WN","Animals",NA,0.222,18,NA,NA,"",NA,"Yes",18,"DirectOther"
"1472",10344,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aonchotheca putorii","Aonchotheca putorii","yes","Helminth","Nematoda","Enoplea","Millan et al. 2004b","Basque Country, SPAIN",-2.62,42.99,"WN","Animals",NA,0.46,26,"All","All","224.67","ParasiteCount","Yes",26,"DirectOther"
"1473",10345,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aonchotheca putorii","Aonchotheca putorii","yes","Helminth","Nematoda","Enoplea","Torres et al. 2001","Cantabrian Mountains, Spain",-5,43,"WN","Animals","Tissue",0.231,13,NA,NA,"3.01","ParasiteCount","Yes",13,"DirectOther"
"1474",10346,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aonchotheca putorii","Aonchotheca putorii","yes","Helminth","Nematoda","Enoplea","Torres et al. 2001","Spain ",-3.75,40.46,"WN","Animals","Tissue",0.238,21,NA,NA,"18.6","ParasiteCount","Yes",21,"DirectOther"
"1475",10347,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aonchotheca putorii","Aonchotheca putorii","yes","Helminth","Nematoda","Enoplea","Torres et al. 2001","Valencian region, Spain",-0.75,39.48,"WN","Animals","Tissue",0.34,47,NA,NA,"53.1","ParasiteCount","Yes",47,"DirectOther"
"1476",10348,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Aonchotheca putorii","Aonchotheca putorii","yes","Helminth","Nematoda","Enoplea","Torres et al. 2001","Pyrenees",1,42.67,"WN","Animals","Tissue",0.5,4,NA,NA,"2","ParasiteCount","Yes",4,"DirectOther"
"1477",10363,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Pearsonema plica","Capillaria plica","yes","Helminth","Nematoda","Enoplea","Torres et al. 2001","Valencian region, Spain",-0.75,39.48,"WN","Animals","Tissue",0.021,47,NA,NA,"1","ParasiteCount","Yes",47,"DirectOther"
"1478",10403,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Euparyphium melis","Euparyphium melis","yes","Helminth","Platyhelminthes","Trematoda","Torres et al. 2001","Cantabrian Mountains, Spain",-5,43,"WN","Animals","Tissue",0.077,13,NA,NA,"2","ParasiteCount","Yes",13,"DirectOther"
"1479",10598,"carnivores","Meles meles","Meles meles","Carnivora","Mustelidae","terrestrial","Trichinella britovi","Trichinella britovi","yes","Helminth","Nematoda","Enoplea","Remonti et al. 2005","Aosta Valley region, Italian Alps",7.43,45.74,"WN","Animals",NA,0.019,53,NA,NA,"",NA,"Yes",53,"DirectOther"
"1480",10626,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Baylisascaris columnaris","Baylisascaris columnaris","yes","Helminth","Nematoda","Secernentea","Gehrt 2005","Northeastern Illinois",-89.4,40.63,"WN","Animals",NA,0.25,16,NA,NA,"",NA,"Yes",16,"DirectOther"
"1481",10627,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Baylisascaris columnaris","Baylisascaris columnaris","yes","Helminth","Nematoda","Secernentea","Gehrt et al. 2010","Northeastern Illinois",-89.4,40.63,"WN","Animals",NA,0.46,37,NA,NA,"",NA,"Yes",37,"Serology"
"1482",10628,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Ascaris culumnaris","Baylisascaris columnaris","yes","Helminth","Nematoda","Secernentea","Senger et al. 1955","Portland, Oregon",-122.68,45.52,"WN","Animals",NA,1,1,NA,NA,"6","ParasiteCount","Yes",1,NA
"1483",10675,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Macracanthorhynchus ingens","Macracanthorhynchus ingens","yes","Helminth","Acanthocephala","Archiacanthocephala","Neiswenter et al. 2006","West-central Texas",-99.9,31.97,"WN","Animals",NA,0.348,23,NA,NA,"9","ParasiteCount","Yes",23,"DirectOther"
"1484",10698,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Paragonimus kellicotti","Paragonimus kellicotti","yes","Helminth","Platyhelminthes","Trematoda","McKeever 1957","Baker, Calhoun, and Dougherty counties, Georgia",-84.23,31.54,"WN","Animals","Tissue",0.107,56,NA,NA,"11.7","ParasiteCount","Yes",56,"DirectOther"
"1485",10728,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Skrjabingylus chitwoodorum","Skrjabingylus chitwoodorum","yes","Helminth","Nematoda","Secernentea","Gehrt 2005","Northeastern Illinois",-89.4,40.63,"WN","Animals",NA,0.563,16,NA,NA,"",NA,"Yes",16,"DirectOther"
"1486",10729,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Skrjabingylus chitwoodorum","Skrjabingylus chitwoodorum","yes","Helminth","Nematoda","Secernentea","Gehrt et al. 2010","Northeastern Illinois",-89.4,40.63,"WN","Animals",NA,0.38,37,NA,NA,"",NA,"Yes",37,"Serology"
"1487",10730,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Skrjabingylus chitwoodorum","Skrjabingylus chitwoodorum","yes","Helminth","Nematoda","Secernentea","Goble and Cook 1942","Hudson River near Albany, New York",-73.97,42.6,"WN","Animals","Tissue",0.72,57,"All","Adult","",NA,"Yes",57,"DirectOther"
"1488",10731,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Skrjabingylus chitwoodorum","Skrjabingylus chitwoodorum","yes","Helminth","Nematoda","Secernentea","Maldonado and Kirkland 1986","Pennsylvania",-77.19,41.2,"WN","Animals","Tissue",0.5,16,NA,"Adult","12.25","ParasiteCount","Yes",16,"Other"
"1489",10736,"carnivores","Mephitis mephitis","Mephitis mephitis","Carnivora","Mephitidae","terrestrial","Strongyloides papillosus","Strongyloides papillosus","yes","Helminth","Nematoda","Secernentea","Gehrt et al. 2010","Northeastern Illinois",-89.4,40.63,"WN","Animals",NA,0.03,37,NA,NA,"",NA,"Yes",37,"Serology"
"1490",10873,"carnivores","Mirounga angustirostris","Mirounga angustirostris","Carnivora","Phocidae","marine","Otostrongylus circumlitus","Otostrongylus circumlitus","yes","Helminth","Nematoda","Secernentea","Elson-Riggins et al. 2001","Central California",-121.57,38.39,"WN","Animals",NA,NA,NA,NA,NA,"",NA,"Yes",NA,"DirectOther"
"1491",10874,"carnivores","Mirounga angustirostris","Mirounga angustirostris","Carnivora","Phocidae","marine","Otostrongylus circumlitus","Otostrongylus circumlitus","yes","Helminth","Nematoda","Secernentea","Elson-Riggins et al. 2004","California state, USA",-119.42,36.78,"WN",NA,NA,NA,NA,NA,"All","",NA,"Yes",NA,"Serology"
"1492",10875,"carnivores","Mirounga angustirostris","Mirounga angustirostris","Carnivora","Phocidae","marine","Otostrongylus sp.","Otostrongylus circumlitus","yes","Helminth","Nematoda","Secernentea","Gerber et al. 1993","Central and Northern California Coast",-122.47,37.77,"WN","Animals","Tissue",NA,427,"All","All","",NA,"Yes",427,"DirectOther"
"1493",10876,"carnivores","Mirounga angustirostris","Mirounga angustirostris","Carnivora","Phocidae","marine","Otostrongylus circumlitus","Otostrongylus circumlitus","yes","Helminth","Nematoda","Secernentea","Gulland et al. 1997b","California Coast",-121.79,36.65,"WN","Animals","Tissue",1,65,"All","Juvenile","",NA,"Yes",65,"DirectOther"
"1494",10877,"carnivores","Mirounga angustirostris","Mirounga angustirostris","Carnivora","Phocidae","marine","Parafilaroide decorus","Parafilaroides decorus","yes","Helminth","Nematoda","Secernentea","Gerber et al. 1993","Central and Northern California Coast",-122.47,37.77,"WN","Animals","Tissue",NA,427,"All","All","",NA,"Yes",427,"DirectOther"
"1495",10913,"carnivores","Mirounga leonina","Mirounga leonina","Carnivora","Phocidae","marine","Contracaecum ogmorhini","Contracaecum ogmorhini","yes","Helminth","Nematoda","Secernentea","Mattiucci et al. 2003","Valdes Peninsule, ARGENTINA",-66.34,-33.27,"WN","Animals",NA,1,1,NA,NA,"",NA,"Yes",1,"DirectOther"
"1496",10914,"carnivores","Mirounga leonina","Mirounga leonina","Carnivora","Phocidae","marine","Corynosoma australe","Corynosoma australe","yes","Helminth","Acanthocephala","Palaeacanthocephala","Sardella et al. 2005","San Clemente del Tuyu, Argentina",-56.72,-36.37,"WN","Animals",NA,1,1,NA,NA,"51","ParasiteCount","Yes",1,"DirectOther"
"1497",10916,"carnivores","Monachus monachus","Monachus monachus","Carnivora","Phocidae","marine","Acanthocheilonema spirocauda","Acanthocheilonema spirocauda","yes","Helminth","Nematoda","Secernentea","Papadopoulos et al. 2010","Neos Marmaras, GREECE",22.98,39.04,"WN","Animals","necropsy",1,1,"Female","Adult","",NA,"Yes",1,"DirectOther"
"1498",10940,"carnivores","Monachus schauinslandi","Neomonachus schauinslandi","Carnivora","Phocidae","marine","Dirofilaria immitis","Dirofilaria immitis","yes","Helminth","Nematoda","Secernentea","Aguirre et al. 2007","French Frigate Shoals, Hawaii",-166.15,23.75,"WN","Animals",NA,0.039,51,NA,NA,"0",NA,"Yes",51,"Serology"
"1499",11013,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Alaria alata","Alaria alata","yes","Helminth","Platyhelminthes","Trematoda","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.03,30,NA,NA,"",NA,"Yes",30,NA
"1500",11014,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Alaria alata","Alaria alata","yes","Helminth","Platyhelminthes","Trematoda","Shimalov and Shimalov 2001a","Belarus",27.95,53.71,"WN","Animals","Tissue",0.033,30,NA,NA,"500","ParasiteCount","Yes",30,"DirectOther"
"1501",11015,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Alaria mustelae","Alaria mustelae","yes","Helminth","Platyhelminthes","Trematoda","Hoberg et al. 1990","Southern Cascades, Washington",-121.13,46.47,"WN","Animals","Tissue",0.05,22,NA,NA,"1","ParasiteCount","Yes",22,"DirectOther"
"1502",11016,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Apophallus donicus","Apophallus donicus","yes","Helminth","Platyhelminthes","Trematoda","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.03,30,NA,NA,"",NA,"Yes",30,NA
"1503",11017,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Apophallus donicus","Apophallus donicus","yes","Helminth","Platyhelminthes","Trematoda","Shimalov and Shimalov 2001a","Belarus",27.95,53.71,"WN","Animals","Tissue",0.033,30,NA,NA,"3","ParasiteCount","Yes",30,"DirectOther"
"1504",11018,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Baylisascaris devosi","Baylisascaris devosi","yes","Helminth","Nematoda","Secernentea","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.07,30,NA,NA,"",NA,"Yes",30,NA
"1505",11019,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Baylisascaris devosi","Baylisascaris devosi","yes","Helminth","Nematoda","Secernentea","Shimalov and Shimalov 2001a","Belarus",27.95,53.71,"WN","Animals","Tissue",0.067,30,NA,NA,"1.5","ParasiteCount","Yes",30,"DirectOther"
"1506",11020,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Thominx aerophilus","Capillaria aerophila","yes","Helminth","Nematoda","Enoplea","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.03,30,NA,NA,"",NA,"Yes",30,NA
"1507",11021,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Thominx aerophilus","Capillaria aerophila","yes","Helminth","Nematoda","Enoplea","Shimalov and Shimalov 2001a","Belarus",27.95,53.71,"WN","Animals","Tissue",0.033,30,NA,NA,"2","ParasiteCount","Yes",30,"DirectOther"
"1508",11024,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Capillaria putorii","Capillaria putorii","yes","Helminth","Nematoda","Enoplea","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.33,30,NA,NA,"",NA,"Yes",30,NA
"1509",11025,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Capillaria putorii","Capillaria putorii","yes","Helminth","Nematoda","Enoplea","Shimalov and Shimalov 2001a","Belarus",27.95,53.71,"WN","Animals","Tissue",0.333,30,NA,NA,"",NA,"Yes",30,"DirectOther"
"1510",11046,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.03,30,NA,NA,"",NA,"Yes",30,NA
"1511",11047,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Shimalov and Shimalov 2001a","Belarus",27.95,53.71,"WN","Animals","Tissue",0.033,30,NA,NA,"3","ParasiteCount","Yes",30,"DirectOther"
"1512",11060,"carnivores","Mustela erminea","Mustela erminea","Carnivora","Mustelidae","terrestrial","Opisthorchis felineus","Opisthorchis felineus","yes","Helminth","Platyhelminthes","Trematoda","Shimalov and Shimalov 2001","Belarus",27.95,53.71,"WN","Animals","unclear",0.03,30,NA,NA,"",NA,"Yes",30,NA
